#,Category,Subcategory,Parasha,Title,Date,Language,Link
1123,פילוסופיה יהודית,חטא אדם הראשון,,חטא אדם הראשון - חלק א,6-Mar-18,עברית,https://www.youtube.com/watch?v=7jCXeWnVnSs
1124,פילוסופיה יהודית,חטא אדם הראשון,,חטא אדם הראשון - חלק ב׳,17-Apr-18,עברית,https://www.youtube.com/watch?v=AGS6nWHFf9Y
1125,פילוסופיה יהודית,חטא אדם הראשון,,חטא אדם הראשון - חלק ג׳,17-Apr-18,עברית,https://www.youtube.com/watch?v=3CRZGRNbMmQ
1126,פילוסופיה יהודית,חטא אדם הראשון,,חטא אדם הראשון - חלק ד׳,23-Apr-18,עברית,https://www.youtube.com/watch?v=VC844n2A-UY
1127,פילוסופיה יהודית,חטא אדם הראשון,,חטא אדם הראשון - חלק ה׳,1-May-18,עברית,https://www.youtube.com/watch?v=ow6yrmnb66o
1128,פילוסופיה יהודית,המצוות,,טעמי המצוות,17-Jun-16,עברית,https://www.youtube.com/watch?v=PUsC8YMVqKo
1129,פילוסופיה יהודית,המצוות,,המצוות - קדש את החומר,20-Feb-17,אנגלית,https://www.youtube.com/watch?v=GC6dopz5ii0
1130,פילוסופיה יהודית,המצוות,,טעמי המצוות,6-Mar-17,עברית,https://www.youtube.com/watch?v=a8hIEYVJIjw
1131,פילוסופיה יהודית,המצוות,,המצוות - מתכון מושלם להתפתחות עצמית,2-Jan-18,אנגלית,https://www.youtube.com/watch?v=viJIXnArfSs
1132,פילוסופיה יהודית,המצוות,,טעמי המצוות וסוד הגלגול,17-May-19,עברית,https://www.youtube.com/watch?v=0CfqbHCxOVo
1133,פילוסופיה יהודית,המצוות,,?תזכה למצוות - מהי ה״זכות״ הגדולה,12-Jan-20,עברית,https://www.youtube.com/watch?v=wEiIyo_2C2g
1134,פילוסופיה יהודית,המצוות,,?למה צריכים את המצוות כדי להיות יהודים,26-Jan-22,אנגלית,https://www.youtube.com/watch?v=kIltAtww_kI
1135,פילוסופיה יהודית,תכלית האדם/הבריאה,,מהי תכלית האדם בעולם ? - חלק א,10-Jul-14,עברית,https://www.youtube.com/watch?v=vee3pe8Okrc
1136,פילוסופיה יהודית,תכלית האדם/הבריאה,,מהי תכלית האדם בעולם ? - חלק ב,17-Jul-14,עברית,https://www.youtube.com/watch?v=n5BDI6FKhBI
1137,פילוסופיה יהודית,תכלית האדם/הבריאה,,מהי תכלית האדם בעולם ? - חלק ג,27-Jul-14,עברית,https://www.youtube.com/watch?v=mh5jzeXazA4
1138,פילוסופיה יהודית,תכלית האדם/הבריאה,,תכלית הבריאה על פי תורת הקבלה,30-May-15,עברית,https://www.youtube.com/watch?v=vr3Sz1M8voM
1139,פילוסופיה יהודית,תכלית האדם/הבריאה,,מה היא תכלית האדם בעולם,27-Apr-17,עברית,https://www.youtube.com/watch?v=1O3DfJYn0K0
1140,פילוסופיה יהודית,תכלית האדם/הבריאה,,תכלית האדם בעולם,5-Dec-17,עברית,https://www.youtube.com/watch?v=081U_DZqQ9c
1141,פילוסופיה יהודית,תכלית האדם/הבריאה,,תכלית האדם בעולם,19-Nov-19,עברית,https://www.youtube.com/watch?v=smVl2RLFCCg
1142,פילוסופיה יהודית,תכלית האדם/הבריאה,,תכלית הבריאה על פי תורת הקבלה,22-Jan-23,עברית,https://www.youtube.com/watch?v=ltwLq0O5ipk
1143,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות,25-Apr-17,עברית,https://www.youtube.com/watch?v=o7q6C_1urLo
1144,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק א׳,26-Nov-19,עברית,https://www.youtube.com/watch?v=9CC2qiFVWRw
1145,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק ב׳,17-Dec-19,עברית,https://www.youtube.com/watch?v=1FEiGIuuAeE
1146,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק א׳,9-Jan-20,אנגלית,https://www.youtube.com/watch?v=eKVdVLgWixY
1147,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק ב׳,16-Jan-20,אנגלית,https://www.youtube.com/watch?v=84FMVQd_NYY
1148,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק ג׳,23-Jan-20,אנגלית,https://www.youtube.com/watch?v=gbq7n-JK_JM
1149,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק ד׳,30-Jan-20,אנגלית,https://www.youtube.com/watch?v=Z0FpC8YrYIw
1150,פילוסופיה יהודית,מעמד האשה,,מעמד האשה ביהדות - חלק ה׳,5-Feb-20,אנגלית,https://www.youtube.com/watch?v=sj8_U4fuxP4
1151,מודעות עצמית,גוף ונשמה,,הדילמה המוסרית - גוף ונשמה,15-Aug-14,אנגלית,https://www.youtube.com/watch?v=eUBhPdvf4ds
1152,מודעות עצמית,גוף ונשמה,,גוף ונשמה - השארות הנפש,26-Nov-14,עברית,https://www.youtube.com/watch?v=LfYey4zitZ4
1153,מודעות עצמית,גוף ונשמה,,גוף ונשמה,30-Apr-15,עברית,https://www.youtube.com/watch?v=OA0QkidDxiw
1154,מודעות עצמית,גוף ונשמה,,הסכסוך הפנימי גוף ונשמה,3-Feb-16,אנגלית,https://www.youtube.com/watch?v=vxcEqbHPul4
1155,מודעות עצמית,גוף ונשמה,,גוף ונשמה - גלגול נשמה והחיים שלאחר המוות,28-Jul-17,עברית,https://www.youtube.com/watch?v=GOJ3tmxSeZE
1156,מודעות עצמית,גוף ונשמה,,גוף ונשמה - הישארות הנפש,29-May-18,עברית,https://www.youtube.com/watch?v=iaKQQizjWEE
1157,מודעות עצמית,גוף ונשמה,,גוף ונשמה - החיים לאחר המוות,9-Oct-18,עברית,https://www.youtube.com/watch?v=h9GSJaj-Qxw
1158,מודעות עצמית,גוף ונשמה,,גוף ונשמה - חלק א,2-May-19,אנגלית,https://www.youtube.com/watch?v=Qu1Ac84xCzA
1159,מודעות עצמית,גוף ונשמה,,גוף ונשמה - חלק ב,9-May-19,אנגלית,https://www.youtube.com/watch?v=2nm_ng5U2qo
1160,מודעות עצמית,גוף ונשמה,,גוף ונשמה - חלק ג,16-May-19,אנגלית,https://www.youtube.com/watch?v=CfqI93getD0
1161,מודעות עצמית,גוף ונשמה,,גוף ונשמה - חלק ד,22-May-19,אנגלית,https://www.youtube.com/watch?v=dtKIy3T3DjM
1162,מודעות עצמית,גוף ונשמה,,שמירת הגוף והנפש,30-Jul-19,עברית,https://www.youtube.com/watch?v=sEeq2NzKCpU
1163,מודעות עצמית,גוף ונשמה,,גוף ונשמה - החיים לאחר המוות,5-Aug-19,עברית,https://www.youtube.com/watch?v=M75H8P54uiI
1164,מודעות עצמית,גוף ונשמה,,גוף ונשמה - מה קורה כשהם נפרדים,28-Jul-21,אנגלית,https://www.youtube.com/watch?v=_hGNXhSZobg
1165,מודעות עצמית,גוף ונשמה,,Body and Soul - Part I,27-Mar-22,אנגלית,https://www.youtube.com/watch?v=v10b0c3hcw8
1166,מודעות עצמית,גוף ונשמה,,גוף ונשמה - השארות הנפש,10-Jul-22,עברית,https://www.youtube.com/watch?v=ZyB0iWyrh1o
1167,מודעות עצמית,אחרים,,כח המחשבה,29-Jan-14,עברית,https://www.youtube.com/watch?v=Hhl1TmdBBfk
1168,מודעות עצמית,אחרים,,על מגידי עתידות ומתקשרים,6-Apr-14,עברית,https://www.youtube.com/watch?v=Ku9XrEBqy0g
1169,מודעות עצמית,אחרים,,הערכת חיים באמצעות מודעות המוות,31-Dec-14,אנגלית,https://www.youtube.com/watch?v=5adEz1XtOt4
1170,מודעות עצמית,אחרים,,תאהב את עצמך,26-Jan-15,אנגלית,https://www.youtube.com/watch?v=cpMGWj8d1Wc
1171,מודעות עצמית,אחרים,,השם והנשמה,2-Jun-15,עברית,https://www.youtube.com/watch?v=yiU90uMBgkY
1172,מודעות עצמית,אחרים,,מסע אל תוך כוחות הנפש - חלק א,8-Jan-17,עברית,https://www.youtube.com/watch?v=u-lQ8HzIR_Q
1173,מודעות עצמית,אחרים,,מסע אל תוך כוחות הנפש - חלק ב,8-Jan-17,עברית,https://www.youtube.com/watch?v=5t3b87t4HTU
1174,מודעות עצמית,אחרים,,תשובה - תיקון רטרואקטיבי,7-Sep-17,אנגלית,https://www.youtube.com/watch?v=hiW-hUHqzeU
1175,מודעות עצמית,אחרים,,הדילמה המוסרית,26-Nov-17,אנגלית,https://www.youtube.com/watch?v=e8UlfVsVlaw
1176,מודעות עצמית,אחרים,,"?הגוף שלי, הבריאות שלי - הבחירה שלי לשמור או לא",20-Aug-18,אנגלית,https://www.youtube.com/watch?v=qkURULmfyP4
1177,מודעות עצמית,אחרים,,״כף הקלע״ ו״צרור החיים״,13-Dec-18,עברית,https://www.youtube.com/watch?v=nxSlbh5JQ0g
1178,מודעות עצמית,אחרים,,מהות האושר,7-Feb-19,אנגלית,https://www.youtube.com/watch?v=NEKkKLQfhNg
1179,מודעות עצמית,אחרים,,מח ולב יחסי גומלין - חלק א׳,29-Jul-19,עברית,https://www.youtube.com/watch?v=V_Sfve6mX3Y
1180,מודעות עצמית,אחרים,,מח ולב יחסי גומלין - חלק ב׳,29-Jul-19,עברית,https://www.youtube.com/watch?v=1QaXrShvOG8
1181,מודעות עצמית,אחרים,,איך להשיג אושר אמיתי,16-Mar-20,אנגלית,https://www.youtube.com/watch?v=xNskwch3z1w
1182,מודעות עצמית,אחרים,,״בחירה חופשית״ ביהדות,3-Jun-22,עברית,https://www.youtube.com/watch?v=JoCfQDOTw6M
1183,מודעות עצמית,אחרים,,האם יש ״בחירה חופשית,14-Jun-22,עברית,https://www.youtube.com/watch?v=lnz0yLoZuvM
1184,מודעות עצמית,אחרים,,מח ולב - ידיעה ואמונה,22-Nov-22,עברית,https://www.youtube.com/watch?v=0n0jgGPTXPM
1185,מודעות עצמית,פיתוח האישיות,,פיתוח האישיות-המודעות לכוחות הנפש,11-Dec-13,עברית,https://www.youtube.com/watch?v=ogLtH_s76DE
1186,מודעות עצמית,פיתוח האישיות,,אישיות האדם ואיכות הסביבה,14-Aug-14,עברית,https://www.youtube.com/watch?v=p265Brgcoeo
1187,מודעות עצמית,פיתוח האישיות,,אישיות האדם - שליטה על מידת הכעס,19-Aug-14,עברית,https://www.youtube.com/watch?v=l3JlQSV8QbM
1188,מודעות עצמית,פיתוח האישיות,,פיתוח האישיות על פי מקורות היהדות - חלק א,7-Jan-15,עברית,https://www.youtube.com/watch?v=uECAeENTA_U
1189,מודעות עצמית,פיתוח האישיות,,פיתוח האישיות על פי מקורות היהדות - חלק ב,14-Jan-15,עברית,https://www.youtube.com/watch?v=9HRm7tQpQkg
1190,מודעות עצמית,פיתוח האישיות,,מודעות עצמית - חלק א' - האדם צלם אלוקים,5-Jul-16,עברית,https://www.youtube.com/watch?v=0vFIQqVFlE0
1191,מודעות עצמית,פיתוח האישיות,,מודעות עצמית - חלק ב' - כח הדיבור,7-Jul-16,עברית,https://www.youtube.com/watch?v=cLFqsdqrRCc
1192,מודעות עצמית,פיתוח האישיות,,מודעות עצמית - חלק ג' - כח המחשבה,11-Jul-16,עברית,https://www.youtube.com/watch?v=SVVwIgIGehw
1193,מודעות עצמית,פיתוח האישיות,,מודעות עצמית - חומר ורוח באדם,10-Aug-16,עברית,https://www.youtube.com/watch?v=FUbQIrt7v6U
1194,מודעות עצמית,פיתוח האישיות,,תיקון המידות - מידת הכעס,11-May-17,עברית,https://www.youtube.com/watch?v=UKYfr8ckv6o
1195,מודעות עצמית,פיתוח האישיות,,תיקון המידות - מידת הכעס,27-Aug-18,עברית,https://www.youtube.com/watch?v=c_BRXvGBURs
1196,מודעות עצמית,פיתוח האישיות,,אישיות האדם ואיכות הסביבה (החברתית),26-Jul-19,עברית,https://www.youtube.com/watch?v=dFS1UH-Rv9c
1197,מודעות עצמית,פיתוח האישיות,,'פיתוח האישיות על פי התורה - חלק א,2-Feb-22,אנגלית,https://www.youtube.com/watch?v=qscXVLJSh7o
1198,מודעות עצמית,פיתוח האישיות,,'פיתוח האישיות על פי התורה - חלק ב,9-Feb-22,אנגלית,https://www.youtube.com/watch?v=_sKPMHNt5_Q
1199,מודעות עצמית,פיתוח האישיות,,'פיתוח האישיות על פי התורה - חלק ג,16-Feb-22,אנגלית,https://www.youtube.com/watch?v=WcvVIBQ2ews
1200,מודעות עצמית,פיתוח האישיות,,'פיתוח האישיות על פי התורה - חלק ד,23-Feb-22,אנגלית,https://www.youtube.com/watch?v=gMq_ZmWWJl8
1201,מודעות עצמית,פיתוח האישיות,,אישיות האדם ואיכות הסביבה,15-Nov-22,עברית,https://www.youtube.com/watch?v=a2McbdJGbRI
1202,מודעות עצמית,כח הדיבור,,כח הדיבור,9-Dec-13,עברית,https://www.youtube.com/watch?v=qJPowFRa_Yc
1203,מודעות עצמית,כח הדיבור,,כח הדיבור - גרסה ב,25-Feb-14,עברית,https://www.youtube.com/watch?v=y4B0ZMDw6lE
1204,מודעות עצמית,כח הדיבור,,כח הדיבור,16-May-14,עברית,https://www.youtube.com/watch?v=iOL90D9mMlU
1205,מודעות עצמית,כח הדיבור,,כח הדיבור - לשון הטוב ולשון הרע,10-Jun-15,עברית,https://www.youtube.com/watch?v=zzvbjDjsEYU
1206,מודעות עצמית,כח הדיבור,,עוצמתו של כח הדיבור,6-Jan-16,אנגלית,https://www.youtube.com/watch?v=B5XRYlE6dSU
1207,מודעות עצמית,כח הדיבור,,עוצמתו של כח הדיבור,8-Jan-17,עברית,https://www.youtube.com/watch?v=PmFAHEeVsr8
1208,מודעות עצמית,כח הדיבור,,עוצמתו של כח הדיבור,10-Jun-19,עברית,https://www.youtube.com/watch?v=msbmLP2q6ok
1209,מודעות עצמית,כח הדיבור,,מודעות עצמית - כח הדיבור,5-Aug-19,עברית,https://www.youtube.com/watch?v=L0C8bPeSozM
1210,פרשת השבוע,ארבע פרשיות,פרשת החודש,"פרשת ""החדש הזה לכם"" - סוד התאריך היהודי",8-Apr-16,עברית,https://www.youtube.com/watch?v=9fxdbZCxjfI
1211,פרשת השבוע,ארבע פרשיות,פרשת זכור,"אובדנו של עמלק ב""אחרית הימים""",9-Mar-17,עברית,https://www.youtube.com/watch?v=79unTTQrh4I
1212,פרשת השבוע,ארבע פרשיות,פרשת זכור,"עמלק ""אשר קרך בדרך""",17-Mar-16,עברית,https://www.youtube.com/watch?v=rhV5OSMZWwQ
1213,פרשת השבוע,ארבע פרשיות,פרשת זכור,״אנשי העתיד״ מול ״אנשי ההווה״,13-Mar-19,עברית,https://www.youtube.com/watch?v=0BJ11w18nok
1214,פרשת השבוע,ארבע פרשיות,פרשת זכור,"פרשת זכור -""עמלק - אז ועכשיו""",10-Mar-22,עברית,https://www.youtube.com/watch?v=r7D6Nvr7050
1215,פרשת השבוע,ארבע פרשיות,פרשת זכור,פרשת זכור - כיצד מקיימים את מצוות ״מחיית עמלק״ בימינו ?,26-Feb-26,עברית,https://www.youtube.com/watch?v=UeomKKJsA0o
1216,פרשת השבוע,ספר במדבר,בלק,נבואת בלעם על ישמעאל באחרית הימים,2-Jul-14,עברית,https://www.youtube.com/watch?v=VRqF-6Xqnow
1217,פרשת השבוע,ספר במדבר,בלק,מהות עניין הקללה לעומת הברכה,3-Jul-14,עברית,https://www.youtube.com/watch?v=l5icWY4F7jw
1218,פרשת השבוע,ספר במדבר,בלק,הן עם לבדד ישכון,30-Jun-15,עברית,https://www.youtube.com/watch?v=R4wjbnXxvbA
1219,פרשת השבוע,ספר במדבר,בלק,"?מי הוא ""בלעם הרשע"" - ומהי רשעותו",4-Jul-17,עברית,https://www.youtube.com/watch?v=xmV9pmfqljM
1220,פרשת השבוע,ספר במדבר,בלק,נבואת בלעם על עתידה של האנושות באחרית הימים,6-Jul-17,עברית,https://www.youtube.com/watch?v=hqBd7qlj7yU
1221,פרשת השבוע,ספר במדבר,בלק,"הן עם לבדד ישכון"" [על ה""רפורמים"" ויתר שונאי ישראל]",6-Jul-17,עברית,https://www.youtube.com/watch?v=3bqpiZlqURs
1222,פרשת השבוע,ספר במדבר,בלק,״ויהפוך ה׳ את הקללה לברכה״,27-Jun-18,עברית,https://www.youtube.com/watch?v=uofuQ8DGrU8
1223,פרשת השבוע,ספר במדבר,בלק,נבואתו המיסתורית של בלעם לאחרית הימים,29-Jun-18,עברית,https://www.youtube.com/watch?v=yd9jWnXUnQI
1224,פרשת השבוע,ספר במדבר,בלק,חטא בעל פעור,16-Jul-19,עברית,https://www.youtube.com/watch?v=RHH0Tzw_j8A
1225,פרשת השבוע,ספר במדבר,בלק,"""הן עם לבדד ישכון״ - על ״התבדלות״ והתבוללות״",16-Jul-19,עברית,https://www.youtube.com/watch?v=r7oqQi8DC0g
1226,פרשת השבוע,ספר במדבר,בלק,חטא בעל פעור,18-Jul-19,אנגלית,https://www.youtube.com/watch?v=6jwFVAKQqXo
1227,פרשת השבוע,ספר במדבר,בלק,הנבואה ששם ה׳ בפי בלעם על השמדת עמלק באחרית הימים,30-Jun-20,עברית,https://www.youtube.com/watch?v=3Fvo_C-RJdo
1228,פרשת השבוע,ספר במדבר,בלק,"""דברי ספר ה""זוהר"" על בלק , בלעם , עמלק , וה""ערב רב",22-Jun-21,עברית,https://www.youtube.com/watch?v=rsJUi6HL8m8
1229,פרשת השבוע,ספר במדבר,בלק,סוד עניין ״פי האתון״,5-Jul-22,עברית,https://www.youtube.com/watch?v=lYLgNCNl6ss
1230,פרשת השבוע,ספר במדבר,בלק,"""הרקע הצבאי פוליטי ל""מלחמת מדין",11-Jul-22,עברית,https://www.youtube.com/watch?v=y0P_7yIBg2w
1231,פרשת השבוע,ספר במדבר,בלק,פרשת בלק - ״הן עם לבדד ישכון ״ - עם ישראל ואומות העולם,28-Jun-23,עברית,https://www.youtube.com/watch?v=_cZeGkn2vWY
1232,פרשת השבוע,ספר במדבר,בלק,פרשת בלק - הנבואה של בלעם על אדום וישמעאל באחרית הימים,18-Jul-24,עברית,https://www.youtube.com/watch?v=A5RhFSMHmhw
1233,פרשת השבוע,ספר במדבר,בלק,"פרשת בלק - ״רגע״ מסוכן של כעס , ו״המרחב המוגן״ של עם ישראל",8-Jul-25,עברית,https://www.youtube.com/watch?v=jCXvtkVkL2M
1234,פרשת השבוע,ספר במדבר,בלק,פרשת בלק - נבואת בלעם על עמלק באחרית הימים,24-Jun-26,עברית,https://www.youtube.com/watch?v=g77vdkFpCGM
1235,פרשת השבוע,ספר במדבר,במדבר,החלפת הבכורים בלוויים,22-May-14,עברית,https://www.youtube.com/watch?v=6hm2MwXbdxA
1236,פרשת השבוע,ספר במדבר,במדבר,ה״דגלים״ של שבטי ישראל במסע במדבר,19-May-20,עברית,https://www.youtube.com/watch?v=iAKnztrevCU
1237,פרשת השבוע,ספר במדבר,במדבר,עומק עניין ה״מפקד״ של בני ישראל במדבר,19-May-20,עברית,https://www.youtube.com/watch?v=hTpblEPFUzc
1238,פרשת השבוע,ספר במדבר,במדבר,"? ""מהו ""מדבר העמים",24-May-22,עברית,https://www.youtube.com/watch?v=s6nIxRwaTjo
1239,פרשת השבוע,ספר במדבר,במדבר,פרשת במדבר - סוד עניין ה״דגלים״,16-May-23,עברית,https://www.youtube.com/watch?v=_ry0GOgStDY
1240,פרשת השבוע,ספר במדבר,במדבר,פרשת במדבר - מדוע ניתנה התורה דווקא במדבר ?,4-Jun-24,עברית,https://www.youtube.com/watch?v=2_B7Ff1e-8M
1241,פרשת השבוע,ספר במדבר,במדבר,"פרשת במדבר - משמעותו של ""מדבר העמים"" המוזכר בנבואת יחזקאל כשלב הכרחי בגאולה",27-May-25,עברית,https://www.youtube.com/watch?v=DGfcD0LVCcg
1242,פרשת השבוע,ספר במדבר,בהעלותך,ויהי בנסוע - האויב והשונא,25-Nov-14,עברית,https://www.youtube.com/watch?v=4FIuery7WOI
1243,פרשת השבוע,ספר במדבר,בהעלותך,הסנהדרין וחוקי האלוקים,23-Jun-16,עברית,https://www.youtube.com/watch?v=DC5Hij-cvJA
1244,פרשת השבוע,ספר במדבר,בהעלותך,"משמעות התגלות השם בעולם ב""עמוד הענן",6-Jun-17,עברית,https://www.youtube.com/watch?v=7GfcJm2gxMA
1245,פרשת השבוע,ספר במדבר,בהעלותך,ויהי בנסוע הארון - המסע במדבר העמים,6-Jun-17,עברית,https://www.youtube.com/watch?v=dbiEFK_oBvc
1246,פרשת השבוע,ספר במדבר,בהעלותך,משה אהרן ומרים - בירור מדרגות הנבואה,8-Jun-17,עברית,https://www.youtube.com/watch?v=O7C0niCrq48
1247,פרשת השבוע,ספר במדבר,בהעלותך,יפוצו ״אוייביך ״ וינוסו ״משנאיך״,28-May-18,עברית,https://www.youtube.com/watch?v=9s1SBSneR_s
1248,פרשת השבוע,ספר במדבר,בהעלותך,סוד ה״ענן״ על המשכן שיש לו ״מראה אש״ בלילה,31-May-18,עברית,https://www.youtube.com/watch?v=j6muQo7Nbcc
1249,פרשת השבוע,ספר במדבר,בהעלותך,נבואתם של אלדד ומידד,18-Jun-19,עברית,https://www.youtube.com/watch?v=CqWpFTH_h0Y
1250,פרשת השבוע,ספר במדבר,בהעלותך,חצוצרות הכסף של משה,18-Jun-19,עברית,https://www.youtube.com/watch?v=sEBNWxZKCuI
1251,פרשת השבוע,ספר במדבר,בהעלותך,מסע הארון,20-Jun-19,אנגלית,https://www.youtube.com/watch?v=yuihA6PDr0Q
1252,פרשת השבוע,ספר במדבר,בהעלותך,״ויהי בנסוע הארון״ - המסע המופלא של ארון השם,21-Jun-19,עברית,https://www.youtube.com/watch?v=4jTWk3ARFH0
1253,פרשת השבוע,ספר במדבר,בהעלותך,הקשר המסתורי בין ה״ארון״ וה״אספסוף״,2-Jun-20,עברית,https://www.youtube.com/watch?v=wm7YXpKI3vE
1254,פרשת השבוע,ספר במדבר,בהעלותך,מעשה מרים ונבואת משה,9-Jun-20,עברית,https://www.youtube.com/watch?v=qCKQctKk0BE
1255,פרשת השבוע,ספר במדבר,בהעלותך,סוד הספרה שבעים,25-May-21,עברית,https://www.youtube.com/watch?v=-aGbJsQNT98
1256,פרשת השבוע,ספר במדבר,בהעלותך,פנימיות טובה של ארץ ישראל,14-Jun-22,עברית,https://www.youtube.com/watch?v=WtduY4H-MEU
1257,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - שנים מיסודות היהדות בקשר שבין האדם לאלוקים,30-May-23,עברית,https://www.youtube.com/watch?v=XEqgLtyIX3g
1258,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - אלדד ומידד - ונבואתם על גוג ומגוג באחרית הימים,30-May-23,עברית,https://www.youtube.com/watch?v=vGi1NWbYQWk
1259,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - התנהלות נכונה בזמן מלחמה בארץ ישראל,17-Jun-24,עברית,https://www.youtube.com/watch?v=Y3ibYKrIuZY
1260,פרשת השבוע,ספר במדבר,בהעלותך,"פרשת בהעלותך - ״מערכת המשפט״ הראויה , מול שופטי השקר והעיוות",18-Jun-24,עברית,https://www.youtube.com/watch?v=8JTGq0sj0UQ
1261,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - ״ויהי בנסוע הארון״ - ה״ארון״ וה״אספסוף״,10-Jun-25,עברית,https://www.youtube.com/watch?v=v_1iPDKpqwI
1262,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - ה״ערב רב״ מאז ועד עתה,13-Jun-25,עברית,https://www.youtube.com/watch?v=7KbFz6KYuAE
1263,פרשת השבוע,ספר במדבר,בהעלותך,פרשת בהעלותך - סוד ״חצוצרות הכסף״ של משה,27-May-26,עברית,https://www.youtube.com/watch?v=9H_gGJhmfSk
1264,פרשת השבוע,ספר במדבר,בהעלותך,"פרשת בהעלותך - פשר ועומק הדו שיח בין משה ל""חובב"" בדבר ""טובה"" של ארץ ישראל",2-Jun-26,עברית,https://www.youtube.com/watch?v=Td_q-YRKHUo
1265,פרשת השבוע,ספר במדבר,חקת,פרה אדומה,24-Jun-14,עברית,https://www.youtube.com/watch?v=CdMAwNuA2lk
1266,פרשת השבוע,ספר במדבר,חקת,פרה אדומה - [גרסה ב'],25-Jun-14,עברית,https://www.youtube.com/watch?v=2ddngpEUlMc
1267,פרשת השבוע,ספר במדבר,חקת,פרה אדומה ( גרסה ג'),26-Jun-14,עברית,https://www.youtube.com/watch?v=LmKH6qk8mP8
1268,פרשת השבוע,ספר במדבר,חקת,סודו של נחש הנחושת,23-Jun-15,עברית,https://www.youtube.com/watch?v=wKPn2JSkp7w
1269,פרשת השבוע,ספר במדבר,חקת,"פרה אדומה ותחיית המתים [ב' תמוז תשע""ז]",27-Jun-17,עברית,https://www.youtube.com/watch?v=sLsn_KU1xkA
1270,פרשת השבוע,ספר במדבר,חקת,"סוד נחש הנחושת [ג' תמוז תשע""ז]",28-Jun-17,עברית,https://www.youtube.com/watch?v=OYx4Ci15M3c
1271,פרשת השבוע,ספר במדבר,חקת,"חטאם של משה ואהרן [ ד' תמוז תשע""ז]",29-Jun-17,עברית,https://www.youtube.com/watch?v=ifUXE1Ki-J0
1272,פרשת השבוע,ספר במדבר,חקת,סוד ״שירת הבאר״,19-Jun-18,עברית,https://www.youtube.com/watch?v=DrvJZBwnFpw
1273,פרשת השבוע,ספר במדבר,חקת,עומק עניין ״בארה של מרים״,19-Jun-18,עברית,https://www.youtube.com/watch?v=8g47KZQA7T8
1274,פרשת השבוע,ספר במדבר,חקת,עומק עניין ״נחש הנחושת״,9-Jul-19,עברית,https://www.youtube.com/watch?v=YoYs6eAwvm4
1275,פרשת השבוע,ספר במדבר,חקת,פרה אדומה - [גרסה א'],9-Jul-19,אנגלית,https://www.youtube.com/watch?v=NPUzHljWHRw
1276,פרשת השבוע,ספר במדבר,חקת,פרה אדומה - [גרסה ב'],9-Jul-19,אנגלית,https://www.youtube.com/watch?v=EmElrKBWYvM
1277,פרשת השבוע,ספר במדבר,חקת,'פרה אדומה - סוד ההיטהרות מן המוות - חלק א,10-Jul-19,עברית,https://www.youtube.com/watch?v=byTJYwMo130
1278,פרשת השבוע,ספר במדבר,חקת,פרה אדומה - סוד ההיטהרות מן המוות - המשך,10-Jul-19,עברית,https://www.youtube.com/watch?v=YjL28Jxk6I0
1279,פרשת השבוע,ספר במדבר,חקת,משה מכה בסלע,11-Jul-19,אנגלית,https://www.youtube.com/watch?v=uxFU3wbRbHs
1280,פרשת השבוע,ספר במדבר,חקת,"""פרה אדומה / ""אתם קרויים אדם ואין אומות העולם קרויים אדם",15-Jun-21,עברית,https://www.youtube.com/watch?v=-ouKRDEMvsA
1281,פרשת השבוע,ספר במדבר,חקת,טעימה מסוד ״פרה אדומה״,28-Jun-22,עברית,https://www.youtube.com/watch?v=r6HIdNsofeQ
1282,פרשת השבוע,ספר במדבר,חקת,"""שירת הבאר"" על פי הקבלה",5-Jul-22,עברית,https://www.youtube.com/watch?v=nWifglN-O4o
1283,פרשת השבוע,ספר במדבר,חקת,פרשת חקת -סוד הפיכת ״מים מרים״ ל״מים מתוקים״,20-Jun-23,עברית,https://www.youtube.com/watch?v=fHvFiJbJSB4
1284,פרשת השבוע,ספר במדבר,חקת,פרשת חקת - כח הנחש להמית ולהחיות,20-Jun-23,עברית,https://www.youtube.com/watch?v=PXDdGE4ZXtE
1285,פרשת השבוע,ספר במדבר,חקת,פרשת חוקת - ישראל ואדום מאז ועד עולם,1-Jul-25,עברית,https://www.youtube.com/watch?v=_it4-JXrnZc
1286,פרשת השבוע,ספר במדבר,חקת,פרשת חוקת - סוד עניין ״שירת הבאר״ על פי ה״אור החיים״ הקדוש,2-Jul-25,עברית,https://www.youtube.com/watch?v=2n-LEg6uQDw
